surface,surface_index,support_point_indices,K_lift_index,canonical_chart,canonical_chart_support_position,x_fixed_frame_coefficients,y_fixed_frame_coefficients,tangent_fixed_frame_coefficients,boundary_section_labels,delta0_mod_31,delta1_mod_31,delta_inverse0_mod_31,delta_inverse1_mod_31,residue_row_on_1_epsilon
Z_0,0,"[0, 0, 8, 5]",0,C1100,0,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",15,12,29,14,"[12, 15]"
Z_0,0,"[0, 1, 0, 5]",1,C1010,0,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",30,29,30,2,"[29, 30]"
Z_0,0,"[0, 2, 7, 5]",2,C1000,0,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",21,30,3,9,"[30, 21]"
Z_0,0,"[0, 7, 1, 33]",3,C1000,1,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",21,4,3,26,"[4, 21]"
Z_0,0,"[0, 8, 14, 9]",4,C1000,2,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",24,6,22,10,"[6, 24]"
Z_0,0,"[0, 14, 15, 33]",5,C1000,3,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",26,28,6,15,"[28, 26]"
Z_0,0,"[0, 15, 17, 9]",6,C1000,4,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",11,18,17,6,"[18, 11]"
Z_0,0,"[0, 16, 16, 33]",7,C1000,5,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",6,8,26,17,"[8, 6]"
Z_0,0,"[0, 17, 2, 9]",8,C1000,6,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",22,19,24,30,"[19, 22]"
Z_0,0,"[1, 0, 8, 33]",9,C0100,0,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",21,18,3,24,"[18, 21]"
Z_0,0,"[1, 1, 0, 33]",10,C0010,0,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",11,12,17,4,"[12, 11]"
Z_0,0,"[1, 2, 7, 33]",11,C0000,0,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",17,4,11,12,"[4, 17]"
Z_0,0,"[1, 7, 1, 9]",12,C0000,1,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",30,10,30,21,"[10, 30]"
Z_0,0,"[1, 8, 14, 5]",13,C0000,2,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",24,26,22,2,"[26, 24]"
Z_0,0,"[1, 14, 15, 9]",14,C0000,3,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",15,20,29,13,"[20, 15]"
Z_0,0,"[1, 15, 17, 5]",15,C0000,4,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",11,22,17,28,"[22, 11]"
Z_0,0,"[1, 16, 16, 9]",16,C0000,5,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",13,0,12,0,"[0, 13]"
Z_0,0,"[1, 17, 2, 5]",17,C0000,6,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",22,27,24,10,"[27, 22]"
Z_0,0,"[2, 0, 8, 9]",18,C0100,8,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",23,23,27,4,"[23, 23]"
Z_0,0,"[2, 1, 0, 9]",19,C0010,8,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",15,2,29,23,"[2, 15]"
Z_0,0,"[2, 2, 7, 9]",20,C0000,7,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",26,14,6,23,"[14, 26]"
Z_0,0,"[2, 7, 1, 5]",21,C0000,8,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",23,1,27,15,"[1, 23]"
Z_0,0,"[2, 8, 14, 33]",22,C0000,9,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",27,4,23,23,"[4, 27]"
Z_0,0,"[2, 14, 15, 5]",23,C0000,10,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",27,12,23,7,"[12, 27]"
Z_0,0,"[2, 15, 17, 33]",24,C0000,11,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",24,29,22,7,"[29, 24]"
Z_0,0,"[2, 16, 16, 5]",25,C0000,12,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",11,4,17,22,"[4, 11]"
Z_0,0,"[2, 17, 2, 33]",26,C0000,13,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",17,4,11,12,"[4, 17]"
Z_0,0,"[7, 0, 0, 35]",27,C0110,18,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",24,8,22,3,"[8, 24]"
Z_0,0,"[7, 1, 7, 35]",28,C0000,14,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",30,15,30,16,"[15, 30]"
Z_0,0,"[7, 2, 8, 35]",29,C0000,15,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",6,1,26,6,"[1, 6]"
Z_0,0,"[7, 7, 16, 29]",30,C0000,16,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",13,0,12,0,"[0, 13]"
Z_0,0,"[7, 8, 17, 28]",31,C0000,17,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",15,10,29,22,"[10, 15]"
Z_0,0,"[7, 14, 1, 29]",32,C0000,18,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",30,23,30,8,"[23, 30]"
Z_0,0,"[7, 15, 2, 28]",33,C0000,19,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",30,28,30,3,"[28, 30]"
Z_0,0,"[7, 16, 15, 29]",34,C0000,20,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",15,28,29,12,"[28, 15]"
Z_0,0,"[7, 17, 14, 28]",35,C0000,21,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",13,3,12,2,"[3, 13]"
Z_0,0,"[8, 0, 7, 6]",36,C0100,24,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",30,27,30,4,"[27, 30]"
Z_0,0,"[8, 1, 8, 6]",37,C0000,22,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",24,26,22,2,"[26, 24]"
Z_0,0,"[8, 2, 0, 6]",38,C0010,25,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",12,15,13,7,"[15, 12]"
Z_0,0,"[8, 7, 15, 10]",39,C0000,23,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",23,7,27,12,"[7, 23]"
Z_0,0,"[8, 8, 2, 34]",40,C0000,24,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",27,4,23,23,"[4, 27]"
Z_0,0,"[8, 14, 16, 10]",41,C0000,25,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",22,20,24,12,"[20, 22]"
Z_0,0,"[8, 15, 14, 34]",42,C0000,26,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",21,20,3,6,"[20, 21]"
Z_0,0,"[8, 16, 1, 10]",43,C0000,27,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",15,21,29,9,"[21, 15]"
Z_0,0,"[8, 17, 17, 34]",44,C0000,28,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",29,22,15,10,"[22, 29]"
Z_0,0,"[14, 0, 0, 28]",45,C0110,36,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",24,3,22,5,"[3, 24]"
Z_0,0,"[14, 1, 7, 28]",46,C0000,29,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",30,1,30,30,"[1, 30]"
Z_0,0,"[14, 2, 8, 28]",47,C0000,30,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",6,23,26,14,"[23, 6]"
Z_0,0,"[14, 7, 16, 35]",48,C0000,31,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",15,24,29,28,"[24, 15]"
Z_0,0,"[14, 8, 17, 29]",49,C0000,32,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",13,27,12,18,"[27, 13]"
Z_0,0,"[14, 14, 1, 35]",50,C0000,33,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",6,8,26,17,"[8, 6]"
Z_0,0,"[14, 15, 2, 29]",51,C0000,34,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",26,1,6,26,"[1, 26]"
Z_0,0,"[14, 16, 15, 35]",52,C0000,35,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",3,29,21,14,"[29, 3]"
Z_0,0,"[14, 17, 14, 29]",53,C0000,36,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",3,24,21,18,"[24, 3]"
Z_0,0,"[15, 0, 7, 10]",54,C0100,40,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",11,17,17,16,"[17, 11]"
Z_0,0,"[15, 1, 8, 10]",55,C0000,37,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",15,21,29,9,"[21, 15]"
Z_0,0,"[15, 2, 0, 10]",56,C0010,41,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",23,4,27,29,"[4, 23]"
Z_0,0,"[15, 7, 15, 34]",57,C0000,38,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",12,20,13,30,"[20, 12]"
Z_0,0,"[15, 8, 2, 6]",58,C0000,39,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",27,2,23,27,"[2, 27]"
Z_0,0,"[15, 14, 16, 34]",59,C0000,40,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",29,14,15,12,"[14, 29]"
Z_0,0,"[15, 15, 14, 6]",60,C0000,41,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",21,15,3,20,"[15, 21]"
Z_0,0,"[15, 16, 1, 34]",61,C0000,42,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",24,14,22,13,"[14, 24]"
Z_0,0,"[15, 17, 17, 6]",62,C0000,43,"[1, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 6, 2]","[5, 2]",29,21,15,18,"[21, 29]"
